permutation,Agent2_1_SA_DynamicShape,Agent2_1_SA_DynamicDuration,Agent2_1_SA_DynamicDelay,Agent2_1_SA_EndSpeed,Agent2_1_TA_DynamicShape,Agent2_1_TA_DynamicDuration,Agent2_1_TA_DynamicDelay,Agent2_1_Delay,Agent2_S,Agent2_Speed,Agent2_Type,Agent1_1_SA_DynamicShape,Agent1_1_SA_DynamicDuration,Agent1_1_SA_DynamicDelay,Agent1_1_SA_EndSpeed,Agent1_1_TA_DynamicShape,Agent1_1_TA_DynamicDuration,Agent1_1_TA_DynamicDelay,Agent1_1_Delay,Agent1_S,Agent1_Speed,Agent1_Type,Ego_S,Ego_Speed,Ego_Vehicle
01BL-KEEP_02SR-KEEP_2_89_of_108.txt,linear,3.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_73_of_108.txt,linear,3.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_20_of_108.txt,linear,5.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_48_of_108.txt,linear,5.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_28_of_108.txt,linear,5.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_94_of_108.txt,linear,5.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_96_of_108.txt,linear,5.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_18_of_108.txt,linear,5.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_68_of_108.txt,linear,5.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_60_of_108.txt,linear,5.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_66_of_108.txt,linear,5.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_65_of_108.txt,linear,3.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_93_of_108.txt,linear,3.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_75_of_108.txt,linear,3.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_15_of_108.txt,linear,3.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_36_of_108.txt,linear,5.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_49_of_108.txt,linear,3.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_32_of_108.txt,linear,5.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_53_of_108.txt,linear,3.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_57_of_108.txt,linear,3.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_58_of_108.txt,linear,5.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_13_of_108.txt,linear,3.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_99_of_108.txt,linear,3.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_8_of_108.txt,linear,5.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_63_of_108.txt,linear,3.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_21_of_108.txt,linear,3.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_83_of_108.txt,linear,3.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_42_of_108.txt,linear,5.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_1_of_108.txt,linear,3.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_59_of_108.txt,linear,3.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_56_of_108.txt,linear,5.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_4_of_108.txt,linear,5.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_17_of_108.txt,linear,3.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_19_of_108.txt,linear,3.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_86_of_108.txt,linear,5.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_35_of_108.txt,linear,3.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_23_of_108.txt,linear,3.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_71_of_108.txt,linear,3.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_105_of_108.txt,linear,3.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_38_of_108.txt,linear,5.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_7_of_108.txt,linear,3.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_47_of_108.txt,linear,3.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_52_of_108.txt,linear,5.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_3_of_108.txt,linear,3.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_33_of_108.txt,linear,3.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_40_of_108.txt,linear,5.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_84_of_108.txt,linear,5.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_91_of_108.txt,linear,3.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,50.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_98_of_108.txt,linear,5.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_10_of_108.txt,linear,5.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_61_of_108.txt,linear,3.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_74_of_108.txt,linear,5.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_64_of_108.txt,linear,5.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,60.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_88_of_108.txt,linear,5.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,50.0,Other,5.0,0.0,0.0,35.0,60.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_37_of_108.txt,linear,3.0,1.0,10.0,Other,5.0,0.0,0.0,50.0,40.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,50.0,bicycle,40.0,40.0,car_white
01BL-KEEP_02SR-KEEP_2_12_of_108.txt,linear,5.0,1.0,20.0,Other,5.0,0.0,0.0,50.0,60.0,bicycle,linear,5.0,1.0,40.0,Other,5.0,0.0,0.0,35.0,40.0,bicycle,40.0,40.0,car_white
